video_path,label,class_name,task_id
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g24_c02.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g17_c02.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g04_c07.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g23_c02.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g10_c01.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g12_c02.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g12_c04.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g22_c02.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g15_c07.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g06_c06.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g13_c07.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g08_c01.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g17_c06.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g20_c03.avi,2,CricketShot,0
data/UCF-101/UCF-101/CricketShot/v_CricketShot_g14_c07.avi,2,CricketShot,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g06_c02.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g18_c01.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g09_c02.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g16_c06.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g11_c01.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g18_c06.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g24_c03.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g07_c06.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g05_c02.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g04_c04.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g15_c01.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g19_c04.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g06_c04.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g10_c02.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/BasketballDunk/v_BasketballDunk_g24_c02.avi,0,BasketballDunk,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g12_c06.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g06_c04.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g22_c05.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g13_c02.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g02_c06.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g19_c04.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g25_c07.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g17_c05.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g24_c05.avi,1,Billiards,0
data/UCF-101/UCF-101/Billiards/v_Billiards_g08_c05.avi,1,Billiards,0
